n log_a5 sigma f_out logL
2.176589093646587258e+00 -9.876322260776221995e+00 1.323598166217217487e-01 9.845982796535401871e-02 1.111906605601578804e+03
2.179268743803550290e+00 -9.882393104421145935e+00 1.287434989033006683e-01 9.680983779529980793e-02 1.111906862135664142e+03
2.209997332969005690e+00 -9.872243732370034053e+00 1.304522204742592228e-01 9.997179483564398728e-02 1.111907477136305715e+03
2.142225131536609428e+00 -9.900652439958975037e+00 1.290989893219785245e-01 9.549944358290597679e-02 1.111907630697566674e+03
2.153505533842503983e+00 -9.906655376547746528e+00 1.315775400182661592e-01 9.745982438264871872e-02 1.111907695060724791e+03
2.157239749065555046e+00 -9.878342290827401229e+00 1.292552134475601910e-01 9.942814106241502914e-02 1.111907893710372718e+03
2.160480310068611409e+00 -9.893253329966547938e+00 1.326937311209648307e-01 9.593239288459515235e-02 1.111908028524836027e+03
2.139600676769198628e+00 -9.887525215887144725e+00 1.314266428371268502e-01 9.922803089817378019e-02 1.111908205403337888e+03
2.164649913414720572e+00 -9.891046689196109298e+00 1.306638112942618002e-01 9.530195821030762460e-02 1.111909090841269062e+03
2.205624380549948693e+00 -9.875376195463502427e+00 1.303808180552807894e-01 9.936946721393537241e-02 1.111909371679380001e+03
2.113684100675056854e+00 -9.916746232518294235e+00 1.336895910953063704e-01 9.915958497794630233e-02 1.111910351468212866e+03
2.183389674346089659e+00 -9.874194737542806521e+00 1.330938446045243362e-01 9.984960747889334853e-02 1.111912159547290003e+03
2.138524050985408209e+00 -9.899066706761562529e+00 1.315877295021084525e-01 9.539185773264724499e-02 1.111912271504458658e+03
2.149167278299350059e+00 -9.901060553746841464e+00 1.281712684507909095e-01 9.645217124870401892e-02 1.111912655559061477e+03
2.150822064522164290e+00 -9.886325680002670424e+00 1.290323984595345697e-01 9.712073998226850025e-02 1.111913438646398617e+03
2.135560719700421828e+00 -9.895253933535954616e+00 1.288090366948912435e-01 9.677795694504676138e-02 1.111914232999954720e+03
2.112110914264990313e+00 -9.916340848123304852e+00 1.284659217786489616e-01 9.761290174305996270e-02 1.111914583692431734e+03
2.162470924117321669e+00 -9.895161917712774979e+00 1.269338998690084930e-01 9.797975826232435681e-02 1.111915010877556142e+03
2.152101518041694028e+00 -9.882624011326337055e+00 1.321679247891270059e-01 9.943859923323103422e-02 1.111915441235981461e+03
2.107037868426212768e+00 -9.911042543475025113e+00 1.306984671012316745e-01 9.768331350039255456e-02 1.111915620547064918e+03
2.101047158979566731e+00 -9.914302387056388000e+00 1.304007373637933176e-01 9.829394180719713825e-02 1.111915769577573428e+03
2.168586616090645069e+00 -9.880828270666587088e+00 1.272841731555706679e-01 9.818485164993633052e-02 1.111916619227518368e+03
2.133636704233155434e+00 -9.901511049838777723e+00 1.345091765138402840e-01 9.939054382114770325e-02 1.111916664452437999e+03
2.093930712696724594e+00 -9.918542699881182756e+00 1.312922869482514576e-01 9.951163111224244073e-02 1.111916680763078375e+03
2.131361487524633169e+00 -9.916953955233063667e+00 1.320199696100714526e-01 9.834623439726283833e-02 1.111917118295464661e+03
2.166945182293199768e+00 -9.894602805980849070e+00 1.328668927489644602e-01 9.684389598321259396e-02 1.111918113819518567e+03
2.151155069104845108e+00 -9.904615192651496258e+00 1.307400145601668728e-01 9.618093787578785303e-02 1.111918454817737711e+03
2.115079923548393470e+00 -9.923617616437297784e+00 1.316088559326116236e-01 9.913816487190396654e-02 1.111918457612703833e+03
2.149583323790412948e+00 -9.908012184636630693e+00 1.312881440882210926e-01 9.720028292529474256e-02 1.111918632384628836e+03
2.126949660706662915e+00 -9.896221238583420288e+00 1.269928048229618800e-01 9.940822842799806880e-02 1.111918793437050226e+03
2.152150824052810218e+00 -9.895435995183730071e+00 1.284864957848890210e-01 9.589887932683988092e-02 1.111919403523291976e+03
2.120859022036288621e+00 -9.911652709224380686e+00 1.288580748523021069e-01 9.658516028010274979e-02 1.111919965682996462e+03
2.134163022166192469e+00 -9.890780091494354664e+00 1.286833640197021511e-01 9.871151999907798458e-02 1.111920059536529607e+03
2.168990974589398935e+00 -9.890144372305767817e+00 1.267876277947130315e-01 9.815478793155490989e-02 1.111920123812241172e+03
2.106131237927246325e+00 -9.910218836485888971e+00 1.301520644263526871e-01 9.803022216211727813e-02 1.111920256765278964e+03
2.169963113348825523e+00 -9.901679729685126219e+00 1.305190459958257554e-01 9.910209798764198219e-02 1.111920886365101524e+03
2.136752426425339912e+00 -9.904051513243281590e+00 1.344971834745328776e-01 9.879335388246772431e-02 1.111920904811342552e+03
2.145840184432068476e+00 -9.903916452815096250e+00 1.335290130925241292e-01 9.711405308658735414e-02 1.111921055747021455e+03
2.135157986676429864e+00 -9.908447534404137613e+00 1.323808379158297188e-01 9.610072774968797527e-02 1.111921252142482217e+03
2.173087830972588286e+00 -9.894268015132787752e+00 1.288562856056318373e-01 9.745942398168212784e-02 1.111921730875601497e+03
2.158128586216426115e+00 -9.901925598204528001e+00 1.339001802243169892e-01 9.893383836038630030e-02 1.111922276812396831e+03
2.193232030488259987e+00 -9.876416675258514744e+00 1.310565842564385131e-01 9.767103377658800656e-02 1.111922439876677345e+03
2.144434686560115377e+00 -9.898152683850884870e+00 1.326399585728343655e-01 9.578265047070780303e-02 1.111922696935535214e+03
2.120936834527428871e+00 -9.904670259157166257e+00 1.327113248192834383e-01 9.761002858818286498e-02 1.111923312792210254e+03
2.156358444822500608e+00 -9.906988523451275341e+00 1.326053602378541862e-01 9.909373536105733904e-02 1.111925136498679421e+03
2.142799649324283795e+00 -9.891880472784025713e+00 1.319762718359059894e-01 9.680328883983300992e-02 1.111926760710005510e+03
2.170997691107631411e+00 -9.878374625995054004e+00 1.310952870957745320e-01 9.734705806697585562e-02 1.111927810257670899e+03
2.112448973265856011e+00 -9.918863404723072819e+00 1.308096981028957217e-01 9.716135563418971943e-02 1.111928140084641882e+03
2.176018114015216831e+00 -9.892433977304254000e+00 1.313213718781042205e-01 9.692747737765311511e-02 1.111928304641012573e+03
2.122175250121190793e+00 -9.904686441707339029e+00 1.325490589778310080e-01 9.719964760524034408e-02 1.111928963558879559e+03
2.198610792405457204e+00 -9.879367585366757964e+00 1.318728645101324704e-01 9.904438828033929054e-02 1.111929372022871121e+03
2.127024386853887172e+00 -9.899822340036493529e+00 1.296534897595195135e-01 9.662632367925200194e-02 1.111929546874430343e+03
2.147178331282138863e+00 -9.896134024294170217e+00 1.314883488389143318e-01 9.518462019195600421e-02 1.111930355417915735e+03
2.150066790428844854e+00 -9.890463951378595908e+00 1.335843505007809906e-01 9.809420350159661628e-02 1.111930601928379929e+03
2.110185503946221619e+00 -9.907563575290001978e+00 1.304942512877715066e-01 9.783659446414834371e-02 1.111930678260756395e+03
2.159854537404835462e+00 -9.887961139605716099e+00 1.295139706804388502e-01 9.576369238283027885e-02 1.111932303549924200e+03
2.166465267547771578e+00 -9.900244378473040285e+00 1.331989612330964357e-01 9.906984184009730299e-02 1.111932589549639488e+03
2.111815925777708713e+00 -9.910580238956175236e+00 1.312569610599891301e-01 9.705161572201122244e-02 1.111933648608138583e+03
2.117125955082359567e+00 -9.924202828695275258e+00 1.305706795934459818e-01 9.949885968567326322e-02 1.111933817586460691e+03
2.181870496316157926e+00 -9.887868629985046454e+00 1.280722461581374760e-01 9.809822768118513225e-02 1.111933836581320065e+03
2.169941327077058446e+00 -9.882792231339976752e+00 1.263761084440386817e-01 9.885431113490149302e-02 1.111933962976476778e+03
2.176081847861129681e+00 -9.891061597691688689e+00 1.291476573929304095e-01 9.702607404117408185e-02 1.111934001776611694e+03
2.186498611018327765e+00 -9.883772152544912259e+00 1.326273671972392487e-01 9.799926840792258509e-02 1.111934256994946963e+03
2.187128319279505462e+00 -9.877055841712309103e+00 1.315220915216005482e-01 9.740330380159040180e-02 1.111934593013670337e+03
2.150350137312071475e+00 -9.912252221195615220e+00 1.299614306024331756e-01 9.976142111624076991e-02 1.111934961513790086e+03
2.128680373126950354e+00 -9.901706357489757693e+00 1.278277909530912693e-01 9.712412375229718953e-02 1.111935129262655664e+03
2.147914140343271772e+00 -9.892337243654194978e+00 1.339668863172179814e-01 9.853777547069918208e-02 1.111935714333146279e+03
2.119384869806278715e+00 -9.906857195315083686e+00 1.257662389584681684e-01 9.995042880559845688e-02 1.111935892885519024e+03
2.154011498699417437e+00 -9.902138974061344356e+00 1.320471467107618702e-01 9.620708460901125636e-02 1.111937655306472152e+03
2.170466862521899909e+00 -9.879014262961101522e+00 1.318732568157559570e-01 9.762917471348342424e-02 1.111937736741530898e+03
2.188681762086464921e+00 -9.888251434653930971e+00 1.321172960650917605e-01 9.904092588066074065e-02 1.111938790842611525e+03
2.164170614115504154e+00 -9.878544023754624703e+00 1.277120820113454569e-01 9.893260426787871264e-02 1.111939274234666755e+03
2.172062523587157568e+00 -9.881457427999263743e+00 1.322452349578815967e-01 9.703855886136281139e-02 1.111940706359857359e+03
2.154463973600146964e+00 -9.902710503593651126e+00 1.339090497608825814e-01 9.858407726784762515e-02 1.111940850528043939e+03
2.101214086680925242e+00 -9.923378995546180192e+00 1.317732236991071282e-01 9.882448143802190221e-02 1.111941106098196997e+03
2.124767422118335247e+00 -9.911567170884211464e+00 1.313120642424183693e-01 9.595732855911477677e-02 1.111941230839924629e+03
2.196512801545106974e+00 -9.878280370164134183e+00 1.316985216184416441e-01 9.843394651477205270e-02 1.111942294472729827e+03
2.137973754302297635e+00 -9.911286809268821330e+00 1.294418812313415934e-01 9.699989847784587504e-02 1.111942466357246076e+03
2.146801792560300015e+00 -9.911000368131816174e+00 1.296594694583091401e-01 9.826938490584952168e-02 1.111942570084155022e+03
2.124977596482626296e+00 -9.915944795210142715e+00 1.296989659337329792e-01 9.708434000908194861e-02 1.111943493614625595e+03
2.202791723328055618e+00 -9.877244725729513064e+00 1.317059938869410696e-01 9.957605914782281797e-02 1.111943825583163289e+03
2.130812814612987438e+00 -9.906657117708528304e+00 1.336826959942161164e-01 9.747687819395145503e-02 1.111944262836170310e+03
2.156056528215587687e+00 -9.907265381936102955e+00 1.298993494799632886e-01 9.842914672625374672e-02 1.111944313124678729e+03
2.169637219151559826e+00 -9.899079210705249210e+00 1.280603015057681371e-01 9.909569387382452521e-02 1.111945023322614361e+03
2.109645832302808444e+00 -9.919351744525163994e+00 1.323017426163760335e-01 9.801654445451583875e-02 1.111945029424226959e+03
2.134581150006437333e+00 -9.900122599981282079e+00 1.323607354715841677e-01 9.614410140169285524e-02 1.111945576587726919e+03
2.149291288524463717e+00 -9.897214802726052696e+00 1.295056846250536298e-01 9.532084667881005058e-02 1.111945980633813633e+03
2.175989755452365060e+00 -9.893136544586377923e+00 1.298558324233059502e-01 9.722786894038790151e-02 1.111946167115737126e+03
2.147497803870163757e+00 -9.883130917855648789e+00 1.313099284039965786e-01 9.967025470307663837e-02 1.111946425865829951e+03
2.156118774706015095e+00 -9.897829094135889960e+00 1.275025214914951577e-01 9.720957611377384344e-02 1.111947039284800439e+03
2.164726125550286540e+00 -9.901493771810255140e+00 1.295413307195560637e-01 9.793392511174567328e-02 1.111947987224183635e+03
2.156596615349746671e+00 -9.897050920358445580e+00 1.306950026950598476e-01 9.527910152190154081e-02 1.111948476950020677e+03
2.134533399851166635e+00 -9.905489256595593872e+00 1.295117298195813116e-01 9.560229609831717712e-02 1.111949509353981739e+03
2.111042964426501189e+00 -9.921074598893065755e+00 1.292296362339193094e-01 9.811975470626278784e-02 1.111949711405550261e+03
2.108745090280537582e+00 -9.920697007208522322e+00 1.292945975757648081e-01 9.797078530812430852e-02 1.111949866920098430e+03
2.131881972310884166e+00 -9.894515907749294570e+00 1.330590999349260672e-01 9.954325939174618609e-02 1.111950020962985946e+03
2.101817152410755618e+00 -9.916746664640736952e+00 1.303638963179706289e-01 9.792754218513172182e-02 1.111950151588647486e+03
2.114875676514965441e+00 -9.915175680136989911e+00 1.316640950025267376e-01 9.679227751255020662e-02 1.111951136445096381e+03
2.100483564179032925e+00 -9.923409768724063440e+00 1.305604478629144305e-01 9.848652357192966278e-02 1.111951366207934143e+03
2.148979740488056844e+00 -9.908393117266554029e+00 1.276464312693861847e-01 9.907379530340551521e-02 1.111951911027908181e+03
2.178810497866975560e+00 -9.887327214594439084e+00 1.281820119421985815e-01 9.750248233011427068e-02 1.111952633547945879e+03
2.151229974503918285e+00 -9.905525607106291375e+00 1.323779081483323350e-01 9.709734277233340871e-02 1.111952837832794557e+03
2.117324991235058462e+00 -9.903814980282252378e+00 1.325958146067153787e-01 9.870210566346694636e-02 1.111952925198339926e+03
2.188300715636997573e+00 -9.882622881467073128e+00 1.302445163439387987e-01 9.721688707179171329e-02 1.111953412284202841e+03
2.169486150314080319e+00 -9.890205255109137283e+00 1.308836938799572969e-01 9.567811287019761801e-02 1.111954698066599803e+03
2.132082451215941976e+00 -9.894627250757057624e+00 1.319989679260937521e-01 9.806654122374974802e-02 1.111955216035463309e+03
2.126658895704929719e+00 -9.900449049639895804e+00 1.311852928168367183e-01 9.661772464304239916e-02 1.111955745618709443e+03
2.160083257085832820e+00 -9.877393695327150169e+00 1.292447127726409906e-01 9.942946665811119855e-02 1.111956369969461093e+03
2.157245250637819467e+00 -9.888780915389709492e+00 1.326196712947689260e-01 9.652896967489162094e-02 1.111957469028439164e+03
2.121159123575090177e+00 -9.916024729405929605e+00 1.296814666077716338e-01 9.692516412466138653e-02 1.111957859861273164e+03
2.198739485049665099e+00 -9.871376768622369013e+00 1.323645967631024156e-01 9.980702466846544385e-02 1.111958236101082093e+03
2.126166850574506384e+00 -9.909709992029720027e+00 1.305101585236353168e-01 9.573910266624041654e-02 1.111958249547247988e+03
2.096864947738046769e+00 -9.926789703820668720e+00 1.305378740780163693e-01 9.945874196058737682e-02 1.111958488764637650e+03
2.174982341031024280e+00 -9.872881709775299441e+00 1.282828037155827050e-01 9.949061778251852561e-02 1.111958824893128849e+03
2.148747976236697443e+00 -9.901274280905335345e+00 1.323832473880805494e-01 9.578307587547513213e-02 1.111959517337918442e+03
2.148278055515842055e+00 -9.904272595846798311e+00 1.266396435747393356e-01 9.879697583607401079e-02 1.111959919275248240e+03
2.125528772015296664e+00 -9.901590524881410005e+00 1.323105976591552047e-01 9.721580245429056744e-02 1.111960627119459787e+03
2.103162765599692285e+00 -9.925549156129813255e+00 1.295024753165761877e-01 9.921168157083871952e-02 1.111960669057067662e+03
2.092437696542264192e+00 -9.925725009206214366e+00 1.298754994616815595e-01 9.958014733403530716e-02 1.111960924416353237e+03
2.170675280004406016e+00 -9.900819332184187971e+00 1.306228211063890643e-01 9.893921583084631932e-02 1.111961603534998858e+03
2.197610485706976924e+00 -9.874863036297906405e+00 1.287868140089638846e-01 9.862313322553614703e-02 1.111961692200979542e+03
2.181667596162724543e+00 -9.881066081086038011e+00 1.333549119469302768e-01 9.854323286120197922e-02 1.111961750273836969e+03
2.149401521845537566e+00 -9.894649819451084127e+00 1.329238332083859109e-01 9.628607414436654577e-02 1.111962375212752704e+03
2.136022902450557481e+00 -9.894084431330993468e+00 1.293912160469360417e-01 9.687692594682351110e-02 1.111962819746657487e+03
2.123433078618674585e+00 -9.901062978840757367e+00 1.334325311202079756e-01 9.949181587623563694e-02 1.111962988893322063e+03
2.182461819667300240e+00 -9.893247115805721137e+00 1.319220794816456932e-01 9.916667045831929761e-02 1.111963177794030798e+03
